description,location,date,bedroom,bathroom,price
4 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added Today,4,4,"42,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 17 Dec 2019,4,4,"95,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 04 Feb 2020,4,4,"115,000,000"
5 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 08 Jun 2020,5,5,"130,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Plot 2785, End Of Linda Chalker Street, Asokoro District, Abuja",Added on 23 Jun 2020,5,5,"170,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Jun 2020,5,5,"200,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Jul 2020,5,5,"190,000,000"
4 bedroom terraced duplex for sale,"  Chevron, Lekki, Lagos",Added Today,4,5,"42,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Phase 2, Lekki, Lagos",Added on 20 Aug 2020,4,4,"55,000,000"
4 bedroom detached duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added Today,4,4,"75,000,000"
4 bedroom terraced duplex for sale,"  Abonyi Street Off Adelabu Street, Adelabu, Surulere, Lagos",Added on 23 Aug 2020,4,4,"65,000,000"
3 bedroom block of flats for sale,"  Iiorin Street Off Adelabu Street, Adelabu, Surulere, Lagos",Added Today,3,3,"30,000,000"
4 bedroom terraced duplex for sale,"  Salem Bustop Illasan Near World Oil, Ikate, Lekki, Lagos",Added Today,4,4,"60,000,000"
3 bedroom detached bungalow for sale,"  After Novare Mall, Lekki Expressway, Lekki, Lagos",Added Today,3,3,"20,500,000"
?,"  After Novare Mall, Lekki Expressway, Lekki, Lagos",?,3,3,"20,500,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added Today,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Ologu Agbaje Street Off Adeola Odeku Road, Victoria Island (VI), Lagos",Added on 30 May 2019,4,4,"160,000,000"
4 bedroom house for sale,"  Solomon's Court, Mojisola Onikoyi Estate, Off Banana Island Road, Ikoyi, Lagos",Added on 30 May 2019,4,4,"130,000,000"
4 bedroom terraced duplex for sale,"  Salem Bustop Near World Oil Illasan, Ilasan, Lekki, Lagos",Added Today,4,4,"60,000,000"
5 bedroom detached duplex for sale,"  Banana Island , Ikoyi, Lagos. ., Banana Island, Ikoyi, Lagos",Added on 20 Mar 2020,5,5,"520,000,000"
5 bedroom detached duplex for sale,"  Banana Island Gate, Ikoyi, Lagos",Added on 20 Mar 2020,5,5,"280,000,000"
5 bedroom detached duplex for sale,"  Megamound Estate, County Homes, Lekki Phase 1, Lekki, Lagos",Added Today,5,5,"90,000,000"
5 bedroom semi-detached duplex for sale,"  Cowrie Creek Estate, Ikate, Lekki, Lagos",Added Today,5,5,"219,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added Today,4,5,"52,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added Today,4,4,"49,000,000"
5 bedroom detached duplex for sale,"  By Mega Chicken, Lekki Phase 2, Lekki, Lagos",Added Today,5,5,"85,000,000"
?,,?,,,
3 bedroom semi-detached bungalow for sale,"  Dominon Onward Opposite Fara Park Estate, Sangotedo, Ajah, Lagos",Added on 09 Aug 2019,3,3,"16,500,000"
5 bedroom detached duplex for sale,"  Southern View Estate, Ikota, Lekki, Lagos",Added Today,5,5,"80,000,000"
4 bedroom semi-detached duplex for sale,"  Off Meadow Hallway,, Ikate, Lekki, Lagos",Added on 08 Aug 2020,4,4,"53,500,000"
5 bedroom detached duplex for sale,"  Serviced Estate In Orchid, By 2nd Toll Gate, Lekki, Lagos",Added on 26 Aug 2020,5,5,"300,000,000"
4 bedroom terraced duplex for sale,"  Ikoyi, Lagos",Added Today,4,4,"250,000,000"
4 bedroom terraced duplex for sale,"  Salem Area Illasan Near World Oil, Ilasan, Lekki, Lagos",Added Today,4,4,"60,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added Today,4,4,"52,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added Today,5,5,"200,000,000"
4 bedroom terraced duplex for sale,"  Life Camp, Abuja",Added Today,4,5,"45,000,000"
2 bedroom block of flats for sale,"  VGC, Lekki, Lagos",Added Today,2,2,"250,000,000"
?,"  VGC, Lekki, Lagos",?,2,2,"250,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added Today,4,4,"48,000,000"
3 bedroom detached duplex for sale,"  Vantage Court 2.0,, Bogije, Ibeju Lekki, Lagos",Added Today,3,4,"27,000,000"
8 bedroom block of flats for sale,"  Agric Egan, Igando, Ikotun, Lagos",Added Today,8,4,"26,000,000"
4 bedroom detached duplex for sale,"  Ikoyi, Lagos",Added on 25 Aug 2020,4,4,"250,000,000"
5 bedroom detached duplex for sale,"  Chevron Drive, Lekki Phase 2, Lekki, Lagos",Added Today,5,5,"120,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added Today,5,6,"135,000,000"
7 bedroom block of flats for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 17 Jun 2020,7,7,"110,000,000"
4 bedroom detached duplex for sale,"  Lekki Country Estate, Ikota, Lekki, Lagos",Added on 17 Jul 2020,4,4,"75,000,000"
5 bedroom detached duplex for sale,"  Lekky Country Estate, Ikota, Lekki, Lagos",Added on 10 Aug 2020,5,5,"90,000,000"
4 bedroom semi-detached duplex for sale,"  Victory Estate, Ajiwe, Ajah, Lagos",Added on 10 Aug 2020,4,5,"40,000,000"
4 bedroom terraced duplex for sale,"  After The 2nd Toll Gate, Chevron In Creek Avenue Court Phase 2, Ikota, Lekki, Lagos",Added on 04 Aug 2020,4,5,"38,000,000"
?,,?,,,
20 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 15 Aug 2020,20,4,"100,000,000"
4 bedroom terraced duplex for sale,"  Beside Vgc, Romax Homes, VGC, Lekki, Lagos",Added on 05 Aug 2020,4,5,"40,000,000"
4 bedroom terraced duplex for sale,"  Carlton Gate Estate, Kolapo Ishola, Akobo, Ibadan, Oyo",Added Today,4,5,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Villa Estate, Ikota, Lekki, Lagos",Added Today,4,5,"54,000,000"
2 bedroom block of flats for sale,"  Chevron, Lekki, Lagos",Added on 26 Aug 2020,2,3,"25,000,000"
5 bedroom detached duplex for sale,"  Cluster One Estate, Ikota, Lekki, Lagos",Added Today,5,5,"85,000,000"
3 bedroom detached bungalow for sale,"  Olorunkemi Estate,off Akala Express New Garage, Ibadan, Oyo",Added on 21 Aug 2020,3,3,"7,000,000"
3 bedroom block of flats for sale,"  Abosede Aro Avenue, Amosu, Abesan, Ipaja, Lagos",Added Today,3,2,"35,000,000"
4 bedroom terraced duplex for sale,"  Chevron Alternative, Lekki Expressway, Lekki, Lagos",Added on 18 Jul 2020,4,4,"43,000,000"
4 bedroom terraced duplex for sale,"  Musheshe Estate, Warri, Delta",Added Today,4,11,"80,000,000"
?,"  Musheshe Estate, Warri, Delta",?,4,11,"80,000,000"
3 bedroom block of flats for sale,"  Off Adisa Balogun Street, Via Ogudu Ori-oke, Alapere, Ketu, Lagos",Added on 25 Aug 2020,3,11,"35,000,000"
3 bedroom semi-detached duplex for sale,"  Amity Estate, Sangotedo, Ajah, Lagos",Added Today,3,4,"30,000,000"
3 bedroom block of flats for sale,"  Opebi, Ikeja, Lagos",Added Today,3,3,"65,000,000"
4 bedroom terraced duplex for sale,"  Effurun G.r.a, Warri, Delta",Added Today,4,5,"80,000,000"
5 bedroom terraced duplex for sale,"  White House Off Jakpa Road, Warri, Delta",Added Today,5,5,"35,000,000"
3 bedroom block of flats for sale,"  Banana Island Estate Near Ocean Parade ,ikoyi, Banana Island, Ikoyi, Lagos",Added on 24 Aug 2020,3,3,"88,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added Today,4,4,"56,000,000"
5 bedroom detached duplex for sale,"  County Homes, Ikota, Lekki, Lagos",Added Today,5,6,"130,000,000"
4 bedroom detached duplex for sale,"  Lekki County, Ikota, Lekki, Lagos",Added on 27 Feb 2020,4,5,"70,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added Today,5,5,"80,000,000"
5 bedroom semi-detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added Today,5,5,"85,000,000"
?,,?,,,
3 bedroom semi-detached bungalow for sale,"  Dominon Onward Opposite Fara Park Estate, Sangotedo, Ajah, Lagos",Added on 09 Aug 2019,3,3,"16,500,000"
5 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added Today,5,3,"900,000,000"
4 bedroom terraced duplex for sale,"  Agboyin Street Off Adelabu, Adelabu, Surulere, Lagos",Added Today,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Crown Estate, Sangotedo, Ajah, Lagos",Added Today,5,5,"55,000,000"
4 bedroom detached duplex for sale,"  VGC, Lekki, Lagos",Added on 09 Jan 2020,4,4,"80,000,000"
4 bedroom detached duplex for sale,"  Omole Phase 2, Ikeja, Lagos",Added on 26 Aug 2020,4,4,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Beside Vgc Junction,, VGC, Lekki, Lagos",Added Today,4,5,"45,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added Today,5,6,"75,000,000"
4 bedroom detached duplex for sale,"  Agungi, Lekki, Lagos",Added Today,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Agungi, Lekki, Lagos",Added Today,4,4,"38,000,000"
?,"  Agungi, Lekki, Lagos",?,4,4,"38,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added Today,5,6,"65,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Aug 2020,5,5,"118,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added Today,4,4,"120,000,000"
4 bedroom terraced duplex for sale,"  Allen, Ikeja, Lagos",Added Today,4,4,"38,000,000"
6 bedroom detached duplex for sale,"  Marwa Beside Mobolaji Johnson, Lekki Phase 1, Lekki, Lagos",Added Today,6,7,"200,000,000"
4 bedroom detached duplex for sale,"  Omole Phase 2, Ikeja, Lagos",Added Today,4,4,"100,000,000"
5 bedroom terraced duplex for sale,"  Abijo, Sangotedo, Lagos, Sangotedo, Ajah, Lagos",Added Yesterday,5,5,"37,000,000"
2 bedroom block of flats for sale,"  Orchid By Chevron Tollgate, Agungi, Lekki, Lagos",Added on 29 Jul 2020,2,3,"25,000,000"
4 bedroom detached duplex for sale,"  Omole Phase 1, Ikeja, Lagos",Added Today,4,5,"140,000,000"
4 bedroom terraced duplex for sale,"  Bank Road, Old Ikoyi, Ikoyi, Lagos",Added Today,4,5,"190,000,000"
5 bedroom detached duplex for sale,"  By Oral Estate, Ikota, Lekki, Lagos",Added Today,5,5,"110,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
House for sale,"  Behind Zenith Bank, Agidingbi, Ikeja, Lagos",Added Today,4,,"120,000,000"
3 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Lekki Phase 2, Lekki, Lagos",Added Today,3,3,"40,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added Today,5,6,"250,000,000"
5 bedroom detached duplex for sale,"  Chevron, Abijo, Lekki, Lagos",Added Today,5,6,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 05 Aug 2020,4,4,"52,000,000"
4 bedroom terraced duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"43,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"54,000,000"
4 bedroom detached duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added on 26 Aug 2020,4,4,"60,000,000"
2 bedroom detached bungalow for sale,"  Mowe Town, Ogun",Added Today,2,4,"8,500,000"
?,"  Mowe Town, Ogun",?,2,4,"8,500,000"
3 bedroom detached bungalow for sale,"  Mowe Town, Ogun",Added Today,3,4,"14,000,000"
3 bedroom house for sale,"  Ivy Luxuria Estate, Lekki, Lagos",Added on 20 Jun 2020,3,4,"35,000,000"
2 bedroom block of flats for sale,"  Anu Crescent, Badore Road, Badore, Ajah, Lagos",Added Today,2,2,"120,000,000"
4 bedroom terraced duplex for sale,"  Ajah, Lagos",Added Today,4,4,"30,000,000"
2 bedroom terraced duplex for sale,"  Vgc Junction, VGC, Lekki, Lagos",Added Today,2,32,"30,000,000"
3 bedroom semi-detached duplex for sale,"  Before Chevron, Lekki, Idado, Lekki, Lagos",Added Today,3,3,"47,000,000"
Block of flats for sale,"  Omiata Bus Stop, Ekoro Road,, Abule Egba, Agege, Lagos",Added Today,3,3,"20,000,000"
4 bedroom detached duplex for sale,"  Ikeja GRA, Ikeja, Lagos",Added Today,4,4,"180,000,000"
5 bedroom semi-detached duplex for sale,"  Ikoyi, Lagos",Added Today,5,6,"270,000,000"
4 bedroom terraced duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 26 Aug 2020,4,4,"250,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 26 Aug 2020,5,5,"85,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 26 Aug 2020,4,4,"65,000,000"
5 bedroom semi-detached duplex for sale,"  Atican Estate By Abraham Adesanya Bustop Okun Ajah Road, Lekki Phase 2, Lekki, Lagos",Added on 14 Aug 2020,5,5,"33,000,000"
5 bedroom semi-detached duplex for sale,"  Cowrie Creek, Lekki Phase 1, Lekki, Lagos",Added Yesterday,5,5,"220,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added Today,5,5,"110,000,000"
3 bedroom block of flats for sale,"  Infinity Estate, Along Addo Road, Ado, Ajah, Lagos",Added Today,3,3,"180,000,000"
4 bedroom terraced duplex for sale,"  Off Kusenla Road, Ikate Elegushi, Lekki, Lagos",Added on 22 Jun 2020,4,4,"75,000,000"
9 bedroom block of flats for sale,"  Baruwa, Ipaja, Lagos",Added on 17 Feb 2020,9,4,"25,000,000"
5 bedroom detached duplex for sale,"  Omole Phase 1, Ikeja, Lagos",Added Today,5,6,"150,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added Today,4,4,"85,000,000"
?,"  Lekki Phase 1, Lekki, Lagos",?,4,4,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Gardens 2 Estate Abraham Adesanya, Ogombo, Ajah, Lagos",Added Today,4,4,"45,000,000"
3 bedroom terraced duplex for sale,"  Abraham Adesanya, Ajah, Lagos",Added on 07 Jul 2020,3,4,"41,000,000"
4 bedroom terraced duplex for sale,"  Ikate, Ilasan, Lekki, Lagos",Added on 09 Apr 2020,4,5,"55,000,000"
5 bedroom detached duplex for sale,"  Shawolor Off Refinery Road, Warri, Delta",Added Today,5,5,"45,000,000"
4 bedroom detached duplex for sale,"  Divine Homes, Thomas Estate., Ajiwe, Ajah, Lagos",Added on 02 Aug 2020,4,5,"60,000,000"
5 bedroom detached duplex for sale,"  Bendel Estate Off Airport Road, Warri, Delta",Added Today,5,8,"56,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes, Lekki Phase 2, Lekki, Lagos",Added on 24 Aug 2020,5,5,"105,000,000"
3 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Lekki, Lagos",Added Today,3,4,"38,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Aug 2020,4,5,"53,000,000"
5 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 14 Mar 2020,5,5,"180,000,000"
Detached duplex for sale,"  Along Kofo Abayomi Street, Victoria Island (VI), Lagos",Added on 23 Aug 2020,5,5,"650,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Plot 2785, End Of Linda Chalker Street, Asokoro District, Abuja",Added on 23 Jun 2020,5,5,"170,000,000"
5 bedroom detached duplex for sale,"  Pinnock, Osapa, Lekki, Lagos",Added on 04 Dec 2019,5,6,"200,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 15 Aug 2020,4,4,"39,000,000"
4 bedroom terraced duplex for sale,"  Lekki County, Lekki, Lagos",Added on 15 Aug 2020,4,4,"35,000,000"
5 bedroom detached duplex for sale,"  Second Tollgate, Lekki, Lagos",Added on 15 Aug 2020,5,5,"65,000,000"
4 bedroom terraced duplex for sale,"  Sangotedo, Ajah, Lagos",Added Today,4,4,"50,000,000"
4 bedroom terraced duplex for sale,"  Chevron Alternative Route, Lekki, Lagos",Added on 26 Aug 2020,4,4,"43,000,000"
4 bedroom semi-detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 26 Aug 2020,4,4,"64,000,000"
3 bedroom block of flats for sale,"  Lekki Phase 1, Lekki, Lagos",Added Today,3,4,"2,000,000,000"
3 bedroom detached bungalow for sale,"  Brooks Estate, Magodo, Lagos",Added on 06 Jul 2020,3,4,"60,000,000"
?,"  Brooks Estate, Magodo, Lagos",?,3,4,"60,000,000"
5 bedroom detached duplex for sale,"  By Turkish Hospital, Nbora, Mbora (Nbora), Abuja",Added Today,5,5,"65,000,000"
5 bedroom house for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 21 Aug 2020,5,5,"85,000,000"
4 bedroom detached duplex for sale,"  No 10, Candos Compound., Baruwa, Ipaja, Lagos",Added on 03 Aug 2020,4,4,"14,000,000"
6 bedroom detached duplex for sale,"  Majeck, Sangotedo, Ajah, Lagos",Added on 21 Aug 2020,6,4,"30,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 14 Aug 2020,4,4,"45,000,000"
10 bedroom semi-detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 17 Aug 2020,10,10,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Cooplag Gardens Estate, Lafiaji, Lekki, Lagos",Added Today,4,5,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added Today,4,5,"72,000,000"
5 bedroom detached duplex for sale,"  Osapa London, Osapa, Lekki, Lagos",Added Today,5,5,"105,000,000"
5 bedroom detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added Today,5,5,"105,000,000"
12 bedroom block of flats for sale,"  Kokoro Abu, Ikorodu, Lagos",Added on 21 Aug 2020,12,5,"60,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Orchid Road, Lafiaji, Lekki, Lagos",Added on 20 Jul 2020,4,4,"55,000,000"
Block of flats for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 22 Aug 2020,4,4,"70,000,000"
Semi-detached bungalow for sale,"  Dsc, Udu, Delta",Added Today,4,4,"18,000,000"
6 bedroom detached duplex for sale,"  Admiralty, Lekki Phase 1, Lekki, Lagos",Added on 09 Aug 2020,6,6,"350,000,000"
4 bedroom detached bungalow for sale,"  Close To Addo Roundabout, Badore, Ajah, Lagos",Added Today,4,4,"15,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid, Lekki Phase 1, Lekki, Lagos",Added Today,4,4,"3,500,000"
7 bedroom detached duplex for sale,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 08 Jan 2019,7,7,"500,000,000"
4 bedroom detached duplex for sale,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 21 Mar 2019,4,4,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 22 Aug 2019,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Buena Vista Estate Orchid Hotel Road, Lafiaji, Lekki, Lagos",Added on 10 Oct 2019,5,5,"77,000,000"
?,"  Buena Vista Estate Orchid Hotel Road, Lafiaji, Lekki, Lagos",?,5,5,"77,000,000"
3 bedroom terraced duplex for sale,"  Sunnyvalle Estate, Lokogoma District, Abuja",Added on 20 Aug 2020,3,3,"20,000,000"
2 bedroom block of flats for sale,"  Ifako, Gbagada, Lagos",Added Today,2,3,"13,000,000"
3 bedroom block of flats for sale,"  Ifako, Gbagada, Lagos",Added Today,3,3,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Parkview, Ikoyi, Lagos",Added on 06 Jul 2020,4,4,"220,000,000"
4 bedroom terraced duplex for sale,"  Orchid, Lekki, Lagos",Added Today,4,4,"37,000,000"
4 bedroom terraced duplex for sale,"  Oniru Estate, Oniru, Victoria Island (VI), Lagos",Added Today,4,4,"120,000,000"
4 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added Today,4,4,"37,500,000"
Block of flats for sale,"  Shyllon Street, Palmgrove, Ilupeju, Lagos",Added on 20 Dec 2019,4,4,"28,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added Today,5,6,"120,000,000"
5 bedroom detached duplex for sale,"  Osborne, Ikoyi, Lagos",Added Today,5,5,"610,000,000"
4 bedroom detached bungalow for sale,"  Abaranje Road By Custom Bus Stop, Ijegun, Ikotun, Lagos",Added on 14 Jun 2020,4,6,"20,000,000"
?,,?,,,
20 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 15 Aug 2020,20,4,"100,000,000"
5 bedroom detached duplex for sale,"  Cooperative Villa Estate, Badore, Ajah, Lagos",Added on 21 Jun 2020,5,8,"65,000,000"
6 bedroom detached duplex for sale,"  Kukwaba, Abuja",Added on 08 May 2020,6,6,"225,000,000"
4 bedroom terraced duplex for sale,"  Ilasan, Lekki, Lagos",Added on 24 May 2020,4,4,"60,000,000"
4 bedroom house for sale,"  Ologolo, Agungi, Lekki, Lagos",Added on 08 Jun 2020,4,4,"47,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 11 Jun 2020,5,5,"200,000,000"
5 bedroom detached duplex for sale,"  Arcadia Groove Estate, Osapa, Lekki, Lagos",Added on 13 Jun 2020,5,5,"250,000,000"
4 bedroom terraced duplex for sale,"  By Chisco Bus Stop, Ikate Elegushi, Lekki, Lagos",Added on 13 Jun 2020,4,4,"75,000,000"
4 bedroom semi-detached duplex for sale,"  2nd Toll Gate, Ikota, Lekki, Lagos",Added on 30 Jun 2020,4,4,"60,000,000"
