description,location,date,bedroom,bathroom,price
5 bedroom semi-detached duplex for sale,"  Chevron Alternative Route, Lekki Phase 1, Lekki, Lagos",Added on 27 Jul 2020,5,5,"69,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Alternative, Lekki Phase 1, Lekki, Lagos",Added on 27 Jul 2020,4,4,"54,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 27 Jul 2020,4,5,"100,000,000"
4 bedroom terraced duplex for sale,"  Orchid Road, Lekki, Lagos",Added on 27 Jul 2020,4,5,"55,000,000"
Block of flats for sale,"  Abayomi Street Off Lawanson, Lawanson, Surulere, Lagos",Added on 27 Jul 2020,4,5,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,4,"45,000,000"
6 bedroom detached duplex for sale,"  Orchid Road, Lekki, Lagos",Added on 27 Jul 2020,6,7,"60,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 28 Feb 2020,4,4,"55,000,000"
7 bedroom detached duplex for sale,"  Dan Etukudo Avenue Off Ettebom, Eket, Akwa Ibom",Added on 27 Jul 2020,7,7,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,4,"55,000,000"
3 bedroom detached bungalow for sale,"  Unity Estate, Owode-onirin,, Ikorodu, Lagos",Added on 27 Jul 2020,3,4,"55,000,000"
4 bedroom detached bungalow for sale,"  Okporo Road, Rumuodara, Port Harcourt, Rivers",Added on 27 Jul 2020,4,4,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,4,"46,000,000"
5 bedroom detached duplex for sale,"  Bera Estate Off Chevron Drive, Lekki Phase 1, Lekki, Lagos",Added on 27 Jul 2020,5,5,"130,000,000"
5 bedroom detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 27 Jul 2020,5,5,"75,000,000"
6 bedroom detached duplex for sale,"  P Zone, Banana Island, Ikoyi, Lagos",Added on 27 Jul 2020,6,6,"950,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,4,"55,000,000"
?,"  Oral Estate, Ikota, Lekki, Lagos",?,4,4,"55,000,000"
3 bedroom block of flats for sale,"  Mukandansi Street, Off Ago Palace Way, Okota, Ago Palace, Isolo, Lagos",Added on 27 Jul 2020,3,3,"70,000,000"
5 bedroom detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 27 Jul 2020,5,5,"65,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,5,"40,000,000"
4 bedroom terraced duplex for sale,"  Periwinkle Lifestyle Estate, Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 25 Jun 2020,4,4,"140,000,000"
5 bedroom terraced duplex for sale,"  Aja Nwachukwu Close, Utako, Abuja",Added on 27 Jul 2020,5,6,"2,500,000,000"
7 bedroom detached duplex for sale,"  Mabuchi, Abuja",Added on 27 Jul 2020,7,8,"420,000,000"
Block of flats for sale,"  16, Olubiyi Ajapa Close, Behind Ile Ibadan Bus Stop, Isuti Road, Egan, Akesan, Alimosho, Lagos",Added on 27 Jul 2020,7,8,"13,500,000"
4 bedroom detached duplex for sale,"  Ikota Gra, Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,4,"47,000,000"
4 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 27 Jul 2020,4,4,"270,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 27 Jul 2020,4,4,"59,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,5,"53,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
6 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,6,6,"135,000,000"
4 bedroom semi-detached duplex for sale,"  Bali Island, Kafe District, Life Camp, Abuja",Added on 27 Jul 2020,4,4,"98,000,000"
5 bedroom detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 27 Jul 2020,5,4,"110,000,000"
4 bedroom terraced duplex for sale,"  Chevron Alternative Route, Idado, Lekki, Lagos",Added on 27 Jul 2020,4,4,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Phase 1, Lekki, Lagos",Added on 27 Jul 2020,4,4,"57,000,000"
3 bedroom house for sale,"  Muritala Street, Medina, Gbagada, Lagos",Added on 27 Jul 2020,3,4,"80,000,000"
3 bedroom house for sale,"  Camberwall Courrt, Abijo, Gra, Abijo, Lekki, Lagos",Added on 27 Jul 2020,3,4,"25,500,000"
3 bedroom detached bungalow for sale,"  Gold Estate, Ayobo, Lagos",Added on 27 Jul 2020,3,3,"13,500,000"
5 bedroom detached bungalow for sale,"  Ajah, Lagos",Added on 27 Jul 2020,5,6,"45,000,000"
?,"  Ajah, Lagos",?,5,6,"45,000,000"
3 bedroom detached bungalow for sale,"  Abraham Adesanya, Ajah, Lagos",Added on 27 Jul 2020,3,3,"29,000,000"
5 bedroom detached duplex for sale,"  Omole Phase 1, Ikeja, Lagos",Added on 27 Jul 2020,5,5,"100,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,5,5,"80,000,000"
4 bedroom terraced duplex for sale,"  Ikate, Lekki, Lagos",Added on 14 Jul 2020,4,5,"70,000,000"
10 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 27 Jul 2020,10,5,"1,000,000,000"
4 bedroom terraced duplex for sale,"  Between Games Village And Galadinma Junction, Kaura, Abuja",Added on 12 Jul 2020,4,5,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki Phase 1, Lekki, Lagos",Added on 27 Jul 2020,4,4,"40,000,000"
4 bedroom terraced duplex for sale,"  Abiola Court By Dillion, Ikate Elegushi, Ikate, Lekki, Lagos",Added on 27 Jul 2020,4,4,"75,000,000"
4 bedroom semi-detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 27 Jul 2020,4,4,"80,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 27 Jul 2020,5,5,"130,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 20 Jul 2020,4,4,"120,000,000"
4 bedroom terraced duplex for sale,"  Ondo Street Osborne Phase 1, Osborne, Ikoyi, Lagos",Added on 27 Jul 2020,4,4,"600,000,000"
5 bedroom detached duplex for sale,"  Ado, Ajah, Lagos",Added on 27 Jul 2020,5,5,"70,000,000"
4 bedroom detached bungalow for sale,"  Behind Treasure Point, Lomalinda Extension, Independence Layout, Enugu, Enugu",Added on 27 Jul 2020,4,5,"23,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 26 Jul 2020,4,4,"43,000,000"
3 bedroom detached bungalow for sale,"  Agara Estate, Oluyole Extension, Ibadan, Oyo",Added on 27 Jul 2020,3,3,"20,000,000"
5 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 27 Jul 2020,5,3,"135,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 27 Jul 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Lekky County, Ikota, Lekki, Lagos",Added on 27 Jul 2020,5,4,"125,000,000"
5 bedroom detached duplex for sale,"  Pinnock, Osapa, Lekki, Lagos",Added on 27 Jul 2020,5,6,"260,000,000"
?,"  Pinnock, Osapa, Lekki, Lagos",?,5,6,"260,000,000"
4 bedroom detached duplex for sale,"  Orchid Hotel Road, Lekki Expressway, Lekki, Lagos",Added on 27 Jul 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Lekky County, Ikota, Lekki, Lagos",Added on 27 Jul 2020,5,5,"88,000,000"
4 bedroom detached bungalow for sale,"  Block 3, Sanctum Drive, Valley View Estate, Olu-odo, Off Ebute-igbogbo, Ebute, Ikorodu, Lagos",Added on 09 Apr 2020,4,5,"32,000,000"
4 bedroom semi-detached duplex for sale,"  By The 2nd Toll Gate, Lekki, Lagos",Added on 27 Jul 2020,4,4,"70,000,000"
4 bedroom detached duplex for sale,"  After Chevron Toll Gate, Ikota, Lekki, Lagos",Added on 27 Jul 2020,4,6,"63,000,000"
6 bedroom semi-detached duplex for sale,"  Federal Housing Trans Nkisi Gra 3-3, Onitsha, Anambra",Added on 27 Jul 2020,6,7,"70,000,000"
4 bedroom terraced duplex for sale,"  Orchid Hotel Road By Second Tollgate, Lafiaji, Lekki, Lagos",Added on 27 Jul 2020,4,4,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Phase1, GRA, Magodo, Lagos",Added on 27 Jul 2020,4,4,"58,000,000"
4 bedroom detached duplex for sale,"  Ado Badore Road, Badore, Ajah, Lagos",Added on 27 Jul 2020,4,4,"36,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 27 Jul 2020,4,4,"85,000,000"
5 bedroom terraced duplex for sale,"  By Stella Maris School, Life Camp, Abuja",Added on 27 Jul 2020,5,5,"58,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added on 07 Aug 2020,4,6,"55,000,000"
4 bedroom terraced duplex for sale,"  Off Bourdillion Road, Old Ikoyi, Ikoyi, Lagos",Added on 27 Jul 2020,4,5,"165,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes, Megamound Estate, Ikota, Lekki, Lagos",Added on 19 May 2020,5,8,"95,000,000"
5 bedroom detached duplex for sale,"  Before Vgc, Ikota, Lekki, Lagos",Added on 27 Jul 2020,5,5,"85,000,000"
5 bedroom terraced duplex for sale,"  Abijo. Ajah., Lekki, Lagos",Added on 26 Jul 2020,5,5,"37,000,000"
Detached duplex for sale,"  Off Akowonjo Road, Akowonjo, Alimosho, Lagos",Added on 26 Jul 2020,5,5,"25,000,000"
5 bedroom terraced duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 26 Jul 2020,5,5,"380,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 26 Jul 2020,4,4,"70,000,000"
5 bedroom semi-detached duplex for sale,"  Off Bissau Street, Zone 6, Wuse, Abuja",Added on 26 Jul 2020,5,10,"95,000,000"
5 bedroom detached duplex for sale,"  Off Okonjo Iweala Way, Utako, Abuja",Added on 26 Jul 2020,5,8,"250,000,000"
?,"  Off Okonjo Iweala Way, Utako, Abuja",?,5,8,"250,000,000"
12 bedroom block of flats for sale,"  Idoani , Gowon Estate., Egbeda, Alimosho, Lagos",Added on 26 Jul 2020,12,16,"45,000,000"
5 bedroom detached duplex for sale,"  Just After Chevron Tollgate, Ikota, Lekki, Lagos",Added on 26 Jul 2020,5,5,"73,000,000"
4 bedroom terraced duplex for sale,"  Before Vgc, Ikota, Lekki, Lagos",Added on 26 Jul 2020,4,4,"37,000,000"
2 bedroom block of flats for sale,"  Badore, Ajah, Lagos",Added on 26 Jul 2020,2,2,"45,000,000"
5 bedroom detached duplex for sale,"  Before Vgc, Lekki, Ikota, Lekki, Lagos",Added on 26 Jul 2020,5,5,"115,000,000"
6 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 26 Jul 2020,6,5,"145,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 26 Jul 2020,5,5,"95,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 26 Jul 2020,5,5,"320,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Lekki, Lagos",Added on 26 Jul 2020,4,5,"55,000,000"
4 bedroom terraced duplex for sale,"  Lekki Conservation Center By Chevron, Lekki Phase 1, Lekki, Lagos",Added on 26 Jul 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki Phase 2, Lekki, Lagos",Added on 26 Jul 2020,5,5,"80,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
5 bedroom detached duplex for sale,"  Pp Estate, Jabi, Abuja",Added on 26 Jul 2020,5,5,"90,000,000"
5 bedroom detached duplex for sale,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 26 Jul 2020,5,5,"320,000,000"
7 bedroom detached bungalow for sale,"  722 Road C Close Festac Town, Festac, Amuwo Odofin, Lagos",Added on 26 Jul 2020,7,7,"35,000,000"
5 bedroom detached duplex for sale,"  Sunny Vale Estate, Ado, Ajah, Lagos",Added on 26 Jul 2020,5,6,"38,000,000"
3 bedroom detached bungalow for sale,"  Block E, Plot 6, Palms Garden Estate, Kuchiyako Layout, Phase 4, Kuje, Abuja",Added on 26 Jul 2020,3,4,"25,000,000"
4 bedroom detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 26 Jul 2020,4,4,"600,000,000"
4 bedroom terraced duplex for sale,"  Ikota Villa Estate By Mega Chicken And Vgc, Ikota, Lekki, Lagos",Added on 26 Jul 2020,4,4,"40,000,000"
5 bedroom detached bungalow for sale,"  Pako Off Anglican Road Otta, Sango Ota, Ogun",Added on 26 Jul 2020,5,1,"6,500,000"
4 bedroom semi-detached duplex for sale,"  Phase 1, GRA, Magodo, Lagos",Added on 26 Jul 2020,4,5,"60,000,000"
?,"  Phase 1, GRA, Magodo, Lagos",?,4,5,"60,000,000"
4 bedroom semi-detached duplex for sale,"  Magodo Gra Phase 1, Lagos, GRA, Magodo, Lagos",Added on 26 Jul 2020,4,5,"55,000,000"
5 bedroom semi-detached duplex for sale,"  Ikoyi, Lagos",Added on 26 Jul 2020,5,5,"250,000,000"
4 bedroom terraced duplex for sale,"  Idado, Lekki, Lagos",Added on 26 Jul 2020,4,4,"50,000,000"
5 bedroom house for sale,"  Close To Aa Rano Filling Station, Gudu, Abuja",Added on 26 Jul 2020,5,4,"65,000,000"
4 bedroom semi-detached duplex for sale,"  VGC, Lekki, Lagos",Added on 26 Jul 2020,4,4,"50,000,000"
4 bedroom terraced duplex for sale,"  VGC, Lekki, Lagos",Added on 26 Jul 2020,4,4,"40,000,000"
4 bedroom detached duplex for sale,"  Devine Homes, Thomas Estate, Sangotedo, Ajah, Lagos",Added on 26 Jul 2020,4,4,"50,000,000"
4 bedroom detached duplex for sale,"  Alade Close Off Allen Avenue, Allen, Ikeja, Lagos",Added on 26 Jul 2020,4,4,"130,000,000"
4 bedroom semi-detached duplex for sale,"  6th Avenue 13 Road Festac Town, Festac, Amuwo Odofin, Lagos",Added on 26 Jul 2020,4,4,"40,000,000"
3 bedroom block of flats for sale,"  By Second Avenue, Old Ikoyi, Ikoyi, Lagos",Added on 26 Jul 2020,3,4,"200,000,000"
5 bedroom detached duplex for sale,"  Anthony, Maryland, Lagos",Added on 26 Jul 2020,5,5,"130,000,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
3 bedroom detached bungalow for sale,"  First Unity Estate, Badore, Ajah, Lagos",Added on 26 Jul 2020,3,3,"25,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 05 Jul 2020,5,5,"78,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Jul 2020,4,4,"58,000,000"
3 bedroom block of flats for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 26 Jul 2020,3,4,"400,000,000"
6 bedroom detached duplex for sale,"  Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",Added on 26 Jul 2020,6,6,"120,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 26 Jul 2020,4,6,"75,000,000"
4 bedroom house for sale,"  Chevron Alternative, Lekki Expressway, Lekki, Lagos",Added on 26 Jul 2020,4,4,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 26 Jul 2020,4,4,"51,000,000"
4 bedroom terraced duplex for sale,"  Chevron, Lekki, Lagos",Added on 26 Jul 2020,4,4,"43,000,000"
?,"  Chevron, Lekki, Lagos",?,4,4,"43,000,000"
5 bedroom detached duplex for sale,"  Chevron Toll Gate, Orchid, Lekki Phase 2, Lekki, Lagos",Added on 26 Jul 2020,5,5,"53,000,000"
4 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added on 26 Jul 2020,4,5,"35,000,000"
5 bedroom detached duplex for sale,"  2nd Toll Gate,, Lekki, Lagos",Added on 26 Jul 2020,5,5,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Ologolo, Lekki, Lagos",Added on 04 Jul 2020,4,4,"50,000,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 26 Jul 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  By The 2nd Toll Gate, Lekki, Lagos",Added on 16 Jul 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 26 Jul 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 26 Jul 2020,4,4,"45,000,000"
4 bedroom detached bungalow for sale,"  Oluyole Sharp Corner, Ibadan, Oyo",Added on 26 Jul 2020,4,5,"40,000,000"
4 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 26 Jul 2020,4,4,"110,000,000"
3 bedroom house for sale,"  Brookshore Residence, Gwarinpa, Abuja",Added on 26 Jul 2020,3,3,"35,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
4 bedroom terraced duplex for sale,"  West Bridge Estate, By Lekki Second Toll Gate, Lafiaji, Lekki, Lagos",Added on 26 Jul 2020,4,4,"37,500,000"
5 bedroom terraced duplex for sale,"  Ikoyi, Lagos",Added on 26 Jul 2020,5,4,"240,000,000"
3 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 18 Jul 2020,3,5,"33,000,000"
4 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 26 Jul 2020,4,4,"48,000,000"
5 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 25 Jul 2020,5,6,"220,000,000"
3 bedroom block of flats for sale,"  Parkview Estate, Ago Palace, Isolo, Lagos",Added on 25 Jul 2020,3,3,"30,000,000"
4 bedroom terraced duplex for sale,"  Lekki Scheme 2, Lekki Phase 2, Lekki, Lagos",Added on 25 Jul 2020,4,4,"45,000,000"
4 bedroom house for sale,"  Guzape District, Abuja",Added on 25 Jul 2020,4,4,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Jul 2020,4,4,"45,000,000"
?,"  Ikota, Lekki, Lagos",?,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Coker Estate, Shasha, Alimosho, Lagos",Added on 25 Jul 2020,5,5,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa, Ikota, Lekki, Lagos",Added on 25 Jul 2020,4,4,"52,000,000"
4 bedroom block of flats for sale,"  Banana Island, Ikoyi, Lagos",Added on 25 Jul 2020,4,4,"150,000,000"
5 bedroom detached duplex for sale,"  Karmo, Abuja",Added on 11 Jun 2020,5,4,"850,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Jul 2020,4,4,"70,000,000"
7 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 25 Jul 2020,7,7,"2,500,000,000"
4 bedroom house for sale,"  Isheri, GRA, Magodo, Lagos",Added on 25 Jul 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Lekki Garden Phase 3, By Lbs, Sangotedo, Ajah, Lagos",Added on 25 Jul 2020,4,4,"29,000,000"
3 bedroom terraced duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 25 Jul 2020,3,3,"30,000,000"
3 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Banana Island, Ikoyi, Lagos",Added on 25 Jul 2020,3,3,"250,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajiwe, Ajah, Lagos",Added on 25 Jul 2020,4,5,"45,000,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Richland Gardens., Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,000,000"
3 bedroom terraced bungalow for sale,"  31 Road, Gowon Estate, Iyana Ipaja, Egbeda, Alimosho, Lagos",Added on 25 Jul 2020,3,1,"15,000,000"
5 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 02 Jul 2020,5,5,"37,000,000"
3 bedroom block of flats for sale,"  Agungi, Lekki, Lagos",Added on 25 Jul 2020,3,3,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki, Lagos",Added on 25 Jul 2020,4,4,"64,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 26 Jun 2020,5,5,"75,000,000"
5 bedroom detached duplex for sale,"  Chevron Alternative Route., Lekki Phase 2, Lekki, Lagos",Added on 25 Jul 2020,5,5,"80,000,000"
3 bedroom terraced duplex for sale,"  Ondo Close, Opebi, Allen Estate., Allen, Ikeja, Lagos",Added on 25 Jul 2020,3,4,"600,000,000"
2 bedroom terraced bungalow for sale,"  Abraham Adesanya, Ajah, Lagos",Added on 25 Jul 2020,2,2,"15,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 25 Jul 2020,4,4,"45,000,000"
?,"  Ikota Villa Estate, Ikota, Lekki, Lagos",?,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 21 Jul 2020,5,4,"115,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 21 Jul 2020,4,4,"50,000,000"
4 bedroom detached duplex for sale,"  Crown Estate, After Shoprite, Sangotedo, Ajah, Lagos",Added on 25 Jul 2020,4,4,"50,000,000"
2 bedroom block of flats for sale,"  Lekky County, Ikota, Lekki, Lagos",Added on 25 Jul 2020,2,2,"28,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Jul 2020,5,5,"120,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 25 Jul 2020,5,5,"75,000,000"
4 bedroom semi-detached duplex for sale,"  After Chevron Toll Gate, Ikota, Lekki, Lagos",Added on 25 Jul 2020,4,4,"46,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 25 Jul 2020,4,6,"63,000,000"
4 bedroom semi-detached duplex for sale,"  Buena Vista Estate, By Chevron Toll Gate, By Orchid Hotel Road, Lekki Expressway, Lekki, Lagos",Added on 25 Jul 2020,4,4,"59,500,000"
11 bedroom block of flats for sale,"  By Army Gate, Dutse, Abuja",Added on 25 Jul 2020,11,11,"150,000,000"
Detached bungalow for sale,"  Off Ishaga Road, Idi Araba, Surulere, Lagos",Added on 25 Jul 2020,11,11,"40,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added on 07 Aug 2020,4,6,"55,000,000"
